raceId,forename,stop,lap,time,duration,milliseconds
844,Nick,2,22,15:38:25,21.919,21919
844,Fernando,2,23,15:39:35,21.732,21732
844,Felipe,2,23,15:39:58,21.322,21322
844,Sébastien,2,23,15:40:07,22.128,22128
844,Kamui,2,23,15:40:15,23.455,23455
844,Rubens,2,24,15:41:43,22.868,22868
844,Paul,2,24,15:41:50,20.930,20930
844,Sebastian,2,25,15:42:31,20.112,20112
844,Adrian,2,25,15:43:21,21.084,21084
844,Pastor,2,25,15:43:41,22.555,22555
844,Jarno,2,25,15:43:47,22.862,22862
844,Jenson,2,26,15:44:37,22.639,22639
844,Narain,2,27,15:47:59,24.962,24962
844,Jaime,2,29,15:49:46,21.826,21826
844,Michael,3,30,15:51:13,20.379,20379
844,Heikki,2,31,15:53:27,21.633,21633
844,Paul,3,32,15:54:38,20.887,20887
844,Sergio,3,32,15:54:42,22.365,22365
844,Nico,3,33,15:55:49,20.949,20949
844,Lewis,3,34,15:57:04,35.688,35688
844,Jérôme,2,33,15:57:20,24.837,24837
844,Vitaly,3,34,15:57:21,21.838,21838
844,Felipe,3,34,15:57:22,23.471,23471
844,Mark,3,35,15:58:20,20.843,20843
844,Fernando,3,36,15:59:49,21.702,21702
844,Nick,3,36,16:00:31,20.872,20872
844,Vitantonio,3,35,16:02:57,25.125,25125
844,Kamui,3,38,16:03:58,22.456,22456
844,Jenson,3,39,16:05:05,21.417,21417
844,Jaime,3,39,16:05:31,21.986,21986
844,Sebastian,3,40,16:05:46,20.385,20385
844,Jarno,3,39,16:06:10,22.219,22219
844,Sébastien,3,40,16:06:48,22.032,22032
844,Rubens,3,40,16:07:01,21.687,21687
844,Adrian,3,40,16:07:05,21.006,21006
844,Vitantonio,4,37,16:07:22,43.603,43603
844,Pastor,3,41,16:09:04,21.827,21827
844,Sergio,4,42,16:10:21,21.715,21715
844,Nico,4,44,16:12:55,20.308,20308
844,Paul,4,44,16:13:28,21.403,21403
844,Mark,4,45,16:13:49,22.087,22087
844,Vitaly,4,45,16:14:37,21.662,21662
844,Michael,4,45,16:14:46,20.597,20597
844,Fernando,4,46,16:15:17,21.379,21379
844,Pastor,4,45,16:15:30,13.925,13925
844,Lewis,4,46,16:15:51,22.041,22041
844,Nick,4,46,16:16:10,21.884,21884
844,Felipe,4,46,16:16:13,26.685,26685
844,Sebastian,4,47,16:16:40,20.489,20489
844,Narain,3,45,16:17:26,24.474,24474
844,Heikki,3,53,16:28:36,23.114,23114
844,Jaime,4,55,16:30:31,21.931,21931
845,Kamui,1,1,14:05:11,24.871,24871
845,Sergio,1,7,14:14:14,23.592,23592
845,Pastor,1,8,14:15:48,22.689,22689
845,Sebastian,1,9,14:16:54,20.253,20253
845,Sébastien,1,9,14:17:17,20.818,20818
845,Fernando,1,10,14:18:23,20.567,20567
845,Mark,1,10,14:18:27,20.881,20881
845,Michael,1,10,14:18:43,20.084,20084
845,Lewis,1,11,14:19:57,19.761,19761
845,Vitaly,1,11,14:20:14,21.856,21856
845,Nico,1,11,14:20:17,20.647,20647
845,Felipe,1,11,14:20:19,20.800,20800
845,Jaime,1,11,14:20:28,20.741,20741
845,Rubens,1,11,14:20:48,29.936,29936
845,Adrian,1,13,14:23:57,20.773,20773
845,Jenson,1,14,14:24:51,20.015,20015
845,Narain,1,14,14:25:56,24.843,24843
845,Paul,1,15,14:26:40,20.070,20070
845,Jarno,1,15,14:26:50,22.364,22364
845,Heikki,1,16,14:28:30,21.019,21019
845,Vitantonio,1,16,14:28:55,23.157,23157
845,Timo,1,16,14:29:00,22.744,22744
845,Jérôme,1,17,14:30:41,23.176,23176
845,Sebastian,2,18,14:30:44,19.887,19887
845,Fernando,2,19,14:32:13,20.238,20238
845,Mark,2,19,14:32:16,20.079,20079
845,Pastor,2,20,14:34:36,24.821,24821
845,Felipe,2,21,14:35:51,21.635,21635
845,Nick,1,21,14:36:21,21.322,21322
845,Lewis,2,23,14:38:08,20.235,20235
845,Rubens,2,23,14:39:40,21.226,21226
845,Jaime,2,24,14:40:47,20.872,20872
845,Sébastien,2,25,14:42:10,24.745,24745
845,Kamui,2,25,14:42:46,21.128,21128
845,Michael,2,26,14:43:25,20.487,20487
845,Vitaly,2,26,14:43:33,24.232,24232
845,Nico,2,27,14:45:01,19.534,19534
845,Fernando,3,29,14:47:26,20.738,20738
845,Mark,3,29,14:47:27,20.279,20279
845,Heikki,2,28,14:47:28,20.807,20807
845,Sergio,2,29,14:48:40,21.143,21143
845,Jarno,2,29,14:48:41,21.723,21723
845,Narain,2,28,14:48:52,24.448,24448
845,Jenson,2,30,14:49:06,20.763,20763
845,Adrian,2,30,14:50:19,20.267,20267
845,Paul,2,32,14:53:02,20.126,20126
845,Sebastian,3,34,14:54:42,20.426,20426
845,Lewis,3,35,14:56:14,20.473,20473
845,Jérôme,2,34,14:58:05,22.982,22982
845,Rubens,3,35,14:58:09,20.650,20650
845,Felipe,3,36,14:58:48,22.419,22419
845,Pastor,3,36,14:59:14,21.574,21574
845,Nick,2,36,14:59:22,21.953,21953
845,Jaime,3,36,14:59:25,21.019,21019
845,Fernando,4,39,15:02:54,20.380,20380
845,Timo,2,38,15:03:54,21.632,21632
845,Michael,3,41,15:06:21,20.451,20451
845,Vitaly,3,41,15:06:36,21.739,21739
845,Heikki,3,41,15:07:42,23.068,23068
845,Nico,3,42,15:07:53,20.395,20395
845,Sébastien,3,42,15:08:31,20.819,20819
845,Jarno,3,43,15:10:27,23.001,23001
845,Kamui,3,44,15:11:40,20.500,20500
845,Mark,4,47,15:14:50,19.984,19984
845,Sebastian,4,48,15:15:41,20.292,20292
845,Sergio,3,47,15:16:00,21.829,21829
845,Jenson,3,48,15:16:10,20.107,20107
845,Lewis,4,49,15:17:11,20.988,20988
845,Adrian,3,48,15:17:54,23.230,23230
845,Narain,3,47,15:19:38,24.298,24298
845,Nick,3,50,15:20:32,20.796,20796
845,Jaime,4,50,15:21:09,23.143,23143
845,Jérôme,3,49,15:21:44,21.708,21708
845,Paul,3,51,15:22:03,20.573,20573
845,Pastor,4,53,15:25:26,22.077,22077
845,Timo,3,53,15:27:29,21.170,21170
845,Rubens,4,54,15:27:32,20.637,20637
846,Michael,1,12,14:19:30,35.084,35084
846,Jenson,1,15,14:22:57,25.280,25280
846,Nico,1,15,14:23:33,25.189,25189
846,Sebastian,1,16,14:24:15,28.536,28536
846,Mark,1,16,14:24:32,37.735,37735
846,Fernando,1,17,14:25:41,25.352,25352
846,Heikki,1,19,14:29:21,26.477,26477
846,Paul,1,20,14:30:24,24.970,24970
846,Lewis,1,22,14:33:00,31.445,31445
846,Timo,1,22,14:33:33,26.827,26827
846,Jarno,1,24,14:36:13,25.595,25595
846,Pastor,1,25,14:37:09,26.468,26468
846,Felipe,1,26,14:38:20,26.615,26615
846,Narain,1,25,14:38:46,28.325,28325
846,Paul,2,27,14:40:23,19.360,19360
846,Vitaly,1,28,14:41:17,28.856,28856
846,Jaime,1,29,14:43:07,25.907,25907
846,Rubens,1,32,14:46:47,25.921,25921
846,Jenson,2,33,14:46:57,26.421,26421
846,Paul,3,32,14:47:35,47.226,47226
846,Nick,1,33,14:48:15,25.851,25851
846,Sébastien,1,33,14:48:16,26.073,26073
846,Fernando,2,34,14:48:45,31.382,31382
846,Nico,2,33,14:48:50,25.310,25310
846,Vitantonio,1,32,14:49:02,28.298,28298
846,Jérôme,1,33,14:49:39,27.577,27577
846,Kamui,1,34,14:49:49,28.642,28642
846,Adrian,1,34,14:49:51,25.037,25037
846,Narain,2,33,14:51:08,39.917,39917
846,Lewis,2,43,15:03:45,19.347,19347
846,Jarno,2,46,15:09:08,26.065,26065
846,Jenson,3,48,15:09:55,24.670,24670
846,Lewis,3,49,15:12:04,26.977,26977
846,Heikki,2,52,15:17:38,25.878,25878
846,Nico,3,53,15:18:33,25.116,25116
846,Pastor,2,54,15:18:38,25.687,25687
846,Mark,2,55,15:19:56,26.269,26269
846,Jaime,2,56,15:22:30,27.550,27550
846,Sébastien,2,62,15:30:24,25.045,25045
846,Jérôme,2,63,15:33:21,26.464,26464
846,Adrian,2,68,15:37:52,27.879,27879
846,Rubens,2,68,15:38:54,25.675,25675
846,Nick,2,69,15:40:13,26.281,26281
847,Jenson,1,8,13:15:11,23.650,23650
847,Vitantonio,1,9,13:17:25,27.202,27202
847,Jenson,2,13,13:25:10,14.501,14501
847,Rubens,1,15,13:28:31,23.305,23305
847,Adrian,1,16,13:30:09,24.052,24052
847,Fernando,1,17,13:31:21,23.893,23893
847,Nico,1,17,13:31:28,23.105,23105
847,Pastor,1,17,13:31:45,23.571,23571
847,Sébastien,1,17,13:31:50,23.949,23949
847,Jérôme,1,17,13:32:07,24.143,24143
847,Michael,1,18,13:33:04,24.472,24472
847,Fernando,2,19,13:34:54,26.348,26348
847,Jenson,3,19,13:35:02,23.868,23868
847,Nico,2,19,13:35:10,22.986,22986
847,Jaime,1,19,13:35:14,26.045,26045
847,Rubens,2,19,13:35:21,25.066,25066
847,Heikki,1,19,13:35:26,44.037,44037
847,Jarno,1,19,13:35:28,51.684,51684
847,Pastor,2,19,13:35:30,24.943,24943
847,Sebastian,1,20,13:36:13,23.872,23872
847,Mark,1,20,13:36:40,29.546,29546
847,Sébastien,2,20,13:37:27,24.649,24649
847,Felipe,1,21,13:38:09,24.886,24886
847,Michael,2,21,13:38:51,24.196,24196
847,Jérôme,2,23,13:43:32,30.497,30497
847,Jérôme,3,33,16:07:00,24.655,24655
847,Michael,3,34,16:08:48,22.832,22832
847,Adrian,2,34,16:08:49,22.923,22923
847,Timo,1,34,16:08:50,24.425,24425
847,Rubens,3,34,16:08:51,24.684,24684
847,Sébastien,3,34,16:08:53,23.970,23970
847,Nick,1,35,16:10:18,23.113,23113
847,Paul,1,35,16:10:20,22.479,22479
847,Jenson,4,35,16:10:22,23.589,23589
847,Pedro,1,35,16:10:23,30.288,30288
847,Jaime,2,35,16:10:26,24.863,24863
847,Pastor,3,35,16:10:29,23.593,23593
847,Vitantonio,2,35,16:10:48,34.897,34897
847,Kamui,1,36,16:11:49,23.687,23687
847,Felipe,2,36,16:11:50,22.742,22742
847,Vitaly,1,36,16:11:52,23.816,23816
847,Mark,2,36,16:11:53,22.402,22402
847,Fernando,3,36,16:11:54,26.129,26129
847,Nico,3,36,16:11:57,22.735,22735
847,Jarno,2,36,16:12:14,23.332,23332
847,Jérôme,4,36,16:12:15,14.538,14538
847,Sebastian,2,37,16:13:21,22.958,22958
847,Narain,1,37,16:14:01,29.115,29115
847,Jenson,5,37,16:14:55,31.718,31718
847,Paul,2,43,16:24:38,28.630,28630
847,Adrian,3,45,16:27:43,14.565,14565
847,Adrian,4,49,16:33:51,32.449,32449
847,Mark,3,50,16:35:03,22.770,22770
847,Rubens,4,50,16:35:12,23.059,23059
847,Sébastien,4,50,16:35:23,26.561,26561
847,Paul,3,50,16:35:33,14.538,14538
847,Jenson,6,51,16:36:41,23.741,23741
847,Jaime,3,51,16:36:45,23.338,23338
847,Pastor,4,51,16:36:46,23.700,23700
847,Timo,2,51,16:37:16,25.079,25079
847,Narain,2,51,16:37:38,29.540,29540
847,Michael,4,52,16:37:50,22.869,22869
847,Felipe,3,52,16:37:52,22.560,22560
847,Nick,2,52,16:37:57,23.364,23364
847,Pedro,2,52,16:38:22,24.039,24039
847,Jarno,3,52,16:38:45,25.140,25140
847,Jérôme,5,52,16:38:56,30.714,30714
847,Sebastian,3,53,16:39:07,22.526,22526
847,Vitantonio,3,52,16:39:20,33.278,33278
847,Kamui,2,53,16:39:22,24.618,24618
847,Vitaly,2,53,16:39:31,24.145,24145
847,Nico,4,53,16:39:36,22.702,22702
847,Felipe,4,53,16:39:50,28.346,28346
847,Paul,4,53,16:40:04,23.129,23129
847,Pastor,5,61,16:53:19,31.701,31701
848,Pastor,1,10,14:22:02,21.301,21301
848,Nick,1,11,14:23:23,22.114,22114
848,Rubens,1,11,14:23:27,21.163,21163
848,Kamui,1,11,14:23:29,23.492,23492
848,Lewis,1,12,14:24:49,20.340,20340
848,Nico,1,12,14:25:02,21.054,21054
848,Adrian,1,12,14:25:09,20.676,20676
848,Mark,1,13,14:26:28,20.465,20465
848,Sebastian,1,14,14:28:11,21.006,21006
848,Fernando,1,14,14:28:15,21.477,21477
848,Jenson,1,14,14:28:31,20.997,20997
848,Michael,1,14,14:28:40,21.201,21201
848,Paul,1,14,14:28:51,20.567,20567
848,Sébastien,1,14,14:28:54,21.321,21321
848,Heikki,1,14,14:29:11,23.241,23241
848,Narain,1,14,14:29:43,28.030,28030
848,Felipe,1,15,14:30:07,20.718,20718
848,Vitaly,1,15,14:30:49,22.104,22104
848,Michael,2,15,14:30:59,30.665,30665
848,Vitantonio,1,15,14:31:23,24.459,24459
848,Timo,1,17,14:34:56,21.900,21900
848,Jarno,1,18,14:36:30,23.327,23327
848,Jérôme,1,18,14:36:56,21.943,21943
848,Jaime,1,19,14:37:50,21.391,21391
848,Lewis,2,24,14:46:06,21.035,21035
848,Sergio,1,25,14:48:56,21.939,21939
848,Sébastien,2,26,14:50:28,20.460,20460
848,Heikki,2,26,14:51:06,21.126,21126
848,Nick,2,27,14:52:04,22.285,22285
848,Paul,2,27,14:52:08,20.818,20818
848,Vitaly,2,27,14:52:26,21.168,21168
848,Mark,2,28,14:52:53,20.319,20319
848,Adrian,2,28,14:53:47,20.286,20286
848,Rubens,2,28,14:53:53,21.262,21262
848,Pastor,2,28,14:54:30,21.805,21805
848,Fernando,2,29,14:54:36,20.551,20551
848,Vitantonio,2,28,14:55:33,22.766,22766
848,Sebastian,2,30,14:56:16,20.441,20441
848,Jenson,2,30,14:56:46,20.325,20325
848,Nico,2,30,14:57:07,23.547,23547
848,Narain,2,29,14:58:17,24.675,24675
848,Felipe,2,31,14:58:23,25.537,25537
848,Michael,3,31,14:59:40,21.168,21168
848,Kamui,2,33,15:03:14,20.545,20545
848,Jarno,2,34,15:05:36,22.131,22131
848,Jérôme,2,37,15:11:48,22.250,22250
848,Vitaly,3,39,15:13:41,21.105,21105
848,Nick,3,40,15:15:10,21.472,21472
848,Rubens,3,40,15:15:16,21.286,21286
848,Mark,3,42,15:17:11,20.367,20367
848,Lewis,3,42,15:17:41,20.212,20212
848,Jaime,2,42,15:18:33,21.103,21103
848,Heikki,3,42,15:19:57,22.632,22632
848,Adrian,3,43,15:20:21,21.036,21036
848,Timo,2,42,15:20:26,22.030,22030
848,Paul,3,44,15:22:18,21.069,21069
848,Fernando,3,45,15:22:21,20.136,20136
848,Vitantonio,3,43,15:23:02,22.235,22235
848,Pastor,3,44,15:23:06,21.490,21490
848,Nico,3,45,15:23:36,20.896,20896
848,Sébastien,3,45,15:24:07,20.995,20995
848,Sebastian,3,47,15:25:39,20.331,20331
848,Narain,3,44,15:26:13,26.059,26059
848,Felipe,3,48,15:28:09,20.404,20404
848,Jenson,3,48,15:28:21,20.479,20479
849,Michael,1,9,13:20:38,30.242,30242
849,Nick,1,10,13:22:37,24.716,24716
849,Jenson,1,11,13:24:05,25.070,25070
849,Adrian,1,11,13:24:13,25.737,25737
849,Kamui,1,11,13:24:19,28.448,28448
849,Pastor,1,11,13:24:27,26.238,26238
849,Sébastien,1,11,13:24:30,26.279,26279
849,Vitaly,1,11,13:24:37,24.880,24880
849,Rubens,1,11,13:24:38,25.860,25860
849,Timo,1,11,13:24:52,25.416,25416
849,Vitantonio,1,11,13:25:12,26.643,26643
849,Jérôme,1,11,13:25:14,28.742,28742
849,Mark,1,12,13:25:41,23.973,23973
849,Fernando,1,12,13:25:42,26.566,26566
849,Lewis,1,12,13:25:49,25.100,25100
849,Paul,1,12,13:26:02,26.612,26612
849,Nico,1,12,13:26:12,24.722,24722
849,Sergio,1,12,13:26:13,25.386,25386
849,Jaime,1,12,13:26:20,24.719,24719
849,Daniel,1,12,13:27:17,25.872,25872
849,Sebastian,1,13,13:27:22,24.818,24818
849,Felipe,1,13,13:27:39,24.159,24159
849,Michael,2,16,13:33:23,31.751,31751
849,Kamui,2,20,13:40:27,31.551,31551
849,Lewis,2,24,13:46:21,24.065,24065
849,Paul,2,24,13:46:50,45.291,45291
849,Pastor,2,24,13:47:12,24.272,24272
849,Adrian,2,25,13:48:32,24.077,24077
849,Sébastien,2,25,13:48:50,24.620,24620
849,Mark,2,26,13:49:36,25.490,25490
849,Jenson,2,26,13:49:45,24.287,24287
849,Felipe,2,26,13:49:48,23.929,23929
849,Paul,3,26,13:50:52,31.471,31471
849,Sebastian,2,27,13:51:10,31.558,31558
849,Fernando,2,27,13:51:15,23.974,23974
849,Jérôme,2,28,13:55:39,25.428,25428
849,Daniel,2,28,13:56:23,26.942,26942
849,Nico,2,30,13:56:50,24.399,24399
849,Nick,2,30,13:57:06,24.434,24434
849,Timo,2,30,13:58:43,24.959,24959
849,Jaime,2,31,13:58:46,24.095,24095
849,Michael,3,31,13:58:47,24.651,24651
849,Rubens,2,31,13:59:02,23.955,23955
849,Sergio,2,32,14:00:08,25.619,25619
849,Vitantonio,2,31,14:00:49,25.505,25505
849,Pastor,3,35,14:05:42,23.869,23869
849,Sebastian,3,36,14:06:13,23.137,23137
849,Lewis,3,37,14:07:50,23.340,23340
849,Mark,3,38,14:09:30,23.785,23785
849,Vitaly,2,38,14:10:21,24.172,24172
849,Fernando,3,39,14:10:50,23.474,23474
849,Jenson,3,39,14:11:08,23.292,23292
849,Adrian,3,40,14:13:32,27.240,27240
849,Felipe,3,41,14:14:35,23.238,23238
850,Sergio,1,8,14:17:05,27.247,27247
850,Sébastien,1,10,14:20:28,27.301,27301
850,Karun,1,10,14:21:22,31.879,31879
850,Mark,1,14,14:26:23,20.440,20440
850,Nico,1,14,14:26:39,20.348,20348
850,Michael,1,15,14:28:22,20.768,20768
850,Pastor,1,15,14:28:35,21.601,21601
850,Lewis,1,16,14:29:38,20.982,20982
850,Fernando,1,16,14:29:39,20.430,20430
850,Sebastian,1,16,14:29:57,20.394,20394
850,Felipe,1,17,14:31:36,20.344,20344
850,Kamui,1,20,14:36:51,20.882,20882
850,Vitantonio,1,20,14:37:44,22.048,22048
850,Daniel,1,21,14:39:29,22.319,22319
850,Adrian,1,22,14:39:56,20.839,20839
850,Timo,1,22,14:41:05,22.252,22252
850,Vitaly,1,23,14:41:53,21.449,21449
850,Jaime,1,23,14:42:02,21.062,21062
850,Paul,1,23,14:42:05,23.676,23676
850,Jenson,1,24,14:43:15,20.952,20952
850,Jérôme,1,24,14:44:42,20.762,20762
850,Heikki,1,26,14:47:26,22.088,22088
850,Mark,2,30,14:52:32,21.299,21299
850,Karun,2,28,14:53:09,22.331,22331
